Species,Family,Genus,BioStatus,PlantType,Palatibility,GrowthForm,VernacularNames,ThreatenedStatus,NumPlots,NumObs,Cover,CoverCombined
Agrostis oresbia,Gramineae,Agrostis,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Naturally Uncommon,0,0,0.0000,0.0000
Agrostis pallescens,Gramineae,Agrostis,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Naturally Uncommon,10,11,0.0000,0.0000
Agrostis parviflora,Gramineae,Agrostis,Unknown,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Agrostis personata,Gramineae,Agrostis,Indigenous Endemic,Vascular,Unclassified,Graminoid,Autumn bent grass;,Not Threatened,114,144,0.0000,0.0000
Agrostis petriei,Gramineae,Agrostis,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Naturally Uncommon,27,28,0.0000,0.0000
Agrostis spencei,,,Unknown,Vascular,Unclassified,Graminoid,,Unknown,0,0,0.0000,0.0000
Agrostis stolonifera,Gramineae,Agrostis,Exotic,Vascular,Unclassified,Graminoid,creeping bent;,Not threatened (assumed),187,224,0.0000,0.0010
Agrostis subulata,Gramineae,Agrostis,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Naturally Uncommon,160,160,0.0000,0.0000
Ailanthus altissima,Simaroubaceae,Ailanthus,Exotic,Vascular,Unclassified,Tree,tree of heaven;,Not threatened (assumed),1,1,0.0000,0.0000
Aira caryophyllea,Gramineae,Aira,Exotic,Vascular,Unclassified,Graminoid,silvery hair grass;,Not threatened (assumed),459,500,0.0000,0.0003
Aira caryophyllea subsp. caryophyllea,Gramineae,Aira,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Aira caryophyllea subsp. multiculmis,Gramineae,Aira,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Aira cupaniana,Gramineae,Aira,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Aira elegans,Gramineae,Aira,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),7,7,0.0000,0.0000
Aira praecox,Gramineae,Aira,Exotic,Vascular,Unclassified,Graminoid,Early hair grass;,Not threatened (assumed),11,12,0.0000,0.0000
Ajuga reptans,Labiatae,Ajuga,Exotic,Vascular,Unclassified,Forb,Blue bugle; Bugle; Carpet bugleweed;,Not threatened (assumed),0,0,0.0000,0.0000
Akebia quinata,Lardizabalaceae,Akebia,Exotic,Vascular,Unclassified,Vine,Akebia; Chocolate vine; Five-leaf akebia;,Not threatened (assumed),0,0,0.0000,0.0000
Albizia julibrissin,Leguminosae,Albizia,Exotic,Vascular,Unclassified,Tree,Mimosa; Pink mimosa; Pink silk tree; pink siris; Silk tree;,Not threatened (assumed),0,0,0.0000,0.0000
Alcea rosea,Malvaceae,Alcea,Exotic,Vascular,Unclassified,Forb,hollyhock;,Not threatened (assumed),1,1,0.0000,0.0000
Alchemilla microcarpa,Rosaceae,Alchemilla,Unknown,Vascular,Unclassified,Forb,Slender parsley-piert;,Not threatened (assumed),0,0,0.0000,0.0000
Alchemilla mollis,Rosaceae,Alchemilla,Exotic,Vascular,Unclassified,Forb,Lady's mantle;,Not threatened (assumed),0,0,0.0000,0.0000
Alchemilla vulgaris,Rosaceae,Alchemilla,Unknown,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Alectryon excelsus,Sapindaceae,Alectryon,Indigenous Endemic,Vascular,Unclassified,Tree,New Zealand ash; Tapitapi; T?toki; T?tongi; Tokitoki; Tongitongi; Topitopi;,Not threatened (assumed),352,468,0.0011,0.0007
Alectryon excelsus subsp. excelsus,Sapindaceae,Alectryon,Indigenous Endemic,Vascular,Unclassified,Tree,,Not Threatened,0,0,0.0000,0.0000
Alectryon excelsus subsp. grandis,Sapindaceae,Alectryon,Indigenous Endemic,Vascular,Unclassified,Tree,,Nationally Vulnerable,0,0,0.0000,0.0000
Alepis flavida,Loranthaceae,Alepis,Indigenous Endemic,Vascular,Unclassified,Mistletoe,Mistletoe (NZ); Pirinoa; Pirita;,Declining,29,34,0.0000,0.0000
Aleurites moluccana,Euphorbiaceae,Aleurites,Exotic,Vascular,Unclassified,Tree,Candle nut; Candlenut;,Not threatened (assumed),0,0,0.0000,0.0000
Alisma lanceolatum,Alismataceae,Alisma,Exotic,Vascular,Unclassified,Forb,lance-leaf water-plantain; narrow-leaf water plantain; water plantain;,Not threatened (assumed),0,0,0.0000,0.0000
Alisma plantago-aquatica,Alismataceae,Alisma,Exotic,Vascular,Unclassified,Forb,water plantain;,Not threatened (assumed),2,2,0.0000,0.0000
Alleniella hymenodonta,Neckeraceae,Alleniella,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Allisonia cockaynei,Allisoniaceae,Allisonia,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Allium triquetrum,Alliaceae,Allium,Exotic,Vascular,Unclassified,Graminoid,Onion weed; Three-cornered garlic; Three-cornered leek; Triquetrous leek;,Not threatened (assumed),2,2,0.0000,0.0000
Allocasuarina littoralis,Casuarinaceae,Allocasuarina,Exotic,Vascular,Unclassified,Tree,Black she-oak; Fire oak;,Not threatened (assumed),0,0,0.0000,0.0000
Alnus glutinosa,Betulaceae,Alnus,Exotic,Vascular,Unclassified,Tree,Alder; Black alder; Common alder; European alder;,Not threatened (assumed),4,4,0.0000,0.0001
Alnus viridis,Betulaceae,Alnus,Exotic,Vascular,Unclassified,Tree,green alder;,Not threatened (assumed),0,0,0.0000,0.0000
Alocasia brisbanensis,Araceae,Alocasia,Exotic,Vascular,Unclassified,Forb,'Ape; Cunjevoi; Elephant's ear; Giant taro; Kape; Ta'ama;,Not threatened (assumed),0,0,0.0000,0.0000
Alocasia macrorrhizos,Araceae,Alocasia,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Alopecurus aequalis,Gramineae,Alopecurus,Exotic,Vascular,Unclassified,Graminoid,kneed foxtail;,Not threatened (assumed),1,1,0.0000,0.0000
Alopecurus geniculatus,Gramineae,Alopecurus,Exotic,Vascular,Unclassified,Graminoid,kneed foxtail;,Not threatened (assumed),22,22,0.0000,0.0000
Alopecurus myosuroides,Gramineae,Alopecurus,Exotic,Vascular,Unclassified,Graminoid,Blackgrass;,Not threatened (assumed),0,0,0.0000,0.0000
Alopecurus pratensis,Gramineae,Alopecurus,Exotic,Vascular,Unclassified,Graminoid,meadow foxtail;,Not threatened (assumed),1,2,0.0000,0.0000
Alseuosmia banksii,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Unclassified,Shrub,Matuku-roimata; Pere;,Not threatened (assumed),23,30,0.0000,0.0000
Alseuosmia banksii var. banksii,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,0,0,0.0000,0.0000
Alseuosmia banksii var. linariifolia,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Unclassified,Shrub,,Naturally Uncommon,0,0,0.0000,0.0000
Alseuosmia macrophylla,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Avoided,Shrub,Horopito; Karapapa; Korotaiko; Pere; Shrubby honeysuckle; Toropapa;,Not Threatened,734,1048,0.0011,0.0007
Alseuosmia macrophylla x quercifolia,,,Indigenous Endemic,Vascular,Unclassified,Shrub,,Unknown,0,0,0.0000,0.0000
Alseuosmia pusilla,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Avoided,Shrub,Mountain alseuosmia;,Not Threatened,264,378,0.0000,0.0001
Alseuosmia quercifolia,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Unclassified,Shrub,,Not Threatened,89,106,0.0001,0.0001
Alseuosmia turneri,Alseuosmiaceae,Alseuosmia,Indigenous Endemic,Vascular,Avoided,Shrub,,Naturally Uncommon,28,41,0.0000,0.0000
Alternanthera denticulata,Amaranthaceae,Alternanthera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Lesser joyweed;,Not Threatened,0,0,0.0000,0.0000
Alternanthera nahui,Amaranthaceae,Alternanthera,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Nahui;,Not Threatened,0,0,0.0000,0.0000
Alternanthera philoxeroides,Amaranthaceae,Alternanthera,Exotic,Vascular,Unclassified,Forb,Alligator weed;,Not threatened (assumed),0,0,0.0000,0.0000
Althenia bilocularis,Potamogetonaceae,Althenia,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Nationally Vulnerable,0,0,0.0000,0.0000
Alyssum alyssoides,Cruciferae,Alyssum,Exotic,Vascular,Unclassified,Forb,Small alyssum;,Not threatened (assumed),1,1,0.0000,0.0000
Amandinea otagensis,Physciaceae,Amandinea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Amandinea porulosa,Physciaceae,Amandinea,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Amaranthus blitum,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Amaranthus blitum subsp. oleraceus,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,Purple amaranth;,Not threatened (assumed),0,0,0.0000,0.0000
Amaranthus caudatus,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,Cat-tail; Grain amaranth; Inca wheat; Love-lies-bleeding; tassel flower; Tumbleweed;,Not threatened (assumed),0,0,0.0000,0.0000
Amaranthus deflexus,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,Prostrate amaranth; Spreading amaranth;,Not threatened (assumed),1,1,0.0000,0.0000
Amaranthus powellii,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,Powell's amaranth; Redroot;,Not threatened (assumed),0,0,0.0000,0.0000
Amaranthus retroflexus,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,Redroot; Redroot amaranth;,Not threatened (assumed),0,0,0.0000,0.0000
Amaranthus viridis,Amaranthaceae,Amaranthus,Exotic,Vascular,Unclassified,Forb,Green amaranth; Green pigweed; Prince of Wales feather; Slender amaranth;,Not threatened (assumed),0,0,0.0000,0.0000
Ammophila arenaria,Gramineae,Ammophila,Exotic,Vascular,Unclassified,Graminoid,European beachgrass; Marram grass;,Not threatened (assumed),66,69,0.0000,0.0004
Amphibromus fluitans,Gramineae,Amphibromus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Nationally Vulnerable,0,0,0.0000,0.0000
Amphidium lapponicum,Rhabdoweisiaceae,Amphidium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Anaphalioides alpina,Compositae,Anaphalioides,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Not Threatened,5,6,0.0000,0.0000
Anaphalioides bellidioides,Compositae,Anaphalioides,Indigenous Endemic,Vascular,Unclassified,SubShrub,Hells bells;,Not Threatened,846,1095,0.0000,0.0005
Anaphalioides hookeri,Compositae,Anaphalioides,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Not Threatened,8,11,0.0000,0.0000
Anaphalioides subrigida,Compositae,Anaphalioides,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Naturally Uncommon,1,1,0.0000,0.0000
Anaphalioides trinervis,Compositae,Anaphalis,Indigenous Endemic,Vascular,Unclassified,SubShrub,Puatea;,Not Threatened,20,23,0.0000,0.0000
Anastrophyllopsis subcomplicata,Cephaloziellaceae,Anastrophyllopsis,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Anastrophyllum auritum,Anastrophyllaceae,Anastrophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),2,2,0.0000,0.0000
Andreaea acuminata,Andreaeaceae,Andreaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andreaea acutifolia,Andreaeaceae,Andreaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andreaea australis,Andreaeaceae,Andreaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andreaea mutabilis,Andreaeaceae,Andreaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),2,2,0.0000,0.0000
Andreaea nitida,Andreaeaceae,Andreaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andreaea subulata,Andreaeaceae,Andreaea,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andrewsianthus hodgsoniae,Lophoziaceae,Andrewsianthus,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andrewsianthus marionensis,Lophoziaceae,Andrewsianthus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andrewsianthus perigonialis,Lophoziaceae,Andrewsianthus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Andropogon virginicus,Gramineae,Andropogon,Exotic,Vascular,Unclassified,Graminoid,Broomsedge; Whisky grass;,Not threatened (assumed),0,0,0.0000,0.0000
Androstoma empetrifolium,Ericaceae,Androstoma,Indigenous Endemic,Vascular,Unclassified,Shrub,Bog mingimingi;,Not Threatened,165,217,0.0000,0.0002
Anemanthele lessoniana,Gramineae,Anemanthele,Indigenous Endemic,Vascular,Unclassified,Graminoid,Gossamer grass; Hunang?moho; Toetoe hunang?moho; Toetoe hung?amoho;,Relict,4,4,0.0000,0.0000
Anemonastrum tenuicaule,Ranunculaceae,Anemone,Indigenous Endemic,Vascular,Unclassified,Forb,new zealand anemone;,Not Threatened,62,75,0.0000,0.0000
Aneura aff. novaeguineensis,Aneuraceae,Aneura,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Aneura pinguis,Aneuraceae,Aneura,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Aneura pinnatifida,Aneuraceae,Aneura,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),1,1,0.0000,0.0000
Aneura rodwayi,Aneuraceae,Aneura,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Angelica montana,,,Unknown,Vascular,Unclassified,Forb,,Unknown,0,0,0.0000,0.0000
Angelica pachycarpa,Umbelliferae,Angelica,Exotic,Vascular,Unclassified,Forb,Angelica;,Not threatened (assumed),0,0,0.0000,0.0000
Anisotome acutifolia,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Nationally Critical,0,0,0.0000,0.0000
Anisotome antipoda,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Naturally Uncommon,0,0,0.0000,0.0000
Anisotome aromatica,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,Aromatic aniseed; Common aniseed; Kopoti; Pinakitere;,Not Threatened,887,1093,0.0000,0.0004
Anisotome aromatica var. aromatica,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Anisotome aromatica var. flabellifolia,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Anisotome aromatica var. incisa,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Anisotome aromatica var. major,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Anisotome aromatica var. pinnatisecta,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Anisotome aromatica x haastii,,,Indigenous Endemic,Vascular,Unclassified,Forb,,Unknown,0,0,0.0000,0.0000
Anisotome brevistylis,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,Native carrot (NZ);,Not Threatened,19,22,0.0000,0.0000
Anisotome capillifolia,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,8,9,0.0000,0.0000
Anisotome cauticola,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,12,12,0.0000,0.0000
Anisotome deltoidea,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,1,1,0.0000,0.0000
Anisotome filifolia,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,131,172,0.0000,0.0000
Anisotome flexuosa,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,505,580,0.0000,0.0003
Anisotome haastii,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,Haast's carrot;,Not Threatened,194,289,0.0000,0.0001
Anisotome haastii x pilifera,,,Indigenous Endemic,Vascular,Unclassified,Forb,,Unknown,0,0,0.0000,0.0000
Anisotome imbricata,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),99,112,0.0000,0.0001
Anisotome imbricata var. imbricata,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,0,0,0.0000,0.0000
Anisotome imbricata var. prostrata,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,0,0,0.0000,0.0000
Anisotome lanuginosa,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Naturally Uncommon,2,2,0.0000,0.0000
Anisotome latifolia,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Naturally Uncommon,0,0,0.0000,0.0000
Anisotome lyallii,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,Lyall's carrot;,Relict,2,5,0.0000,0.0000
Anisotome pilifera,Umbelliferae,Anisotome,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,44,59,0.0000,0.0000
Anisotome procumbens,Umbelliferae,Anisotome,Unknown,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Anogramma leptophylla,Pteridaceae,Anogramma,Indigenous Non-Endemic,Vascular,Unclassified,Fern,annual fern; Jersey fern;,Nationally Vulnerable,1,1,0.0000,0.0000
Anredera cordifolia,Basellaceae,Anredera,Exotic,Vascular,Unclassified,Vine,Madeira vine; Mignonette vine;,Not threatened (assumed),1,1,0.0000,0.0000
Anthemis arvensis,Compositae,Anthemis,Exotic,Vascular,Unclassified,Forb,Corn chamomile;,Not threatened (assumed),1,1,0.0000,0.0000
Anthemis cotula,Compositae,Anthemis,Exotic,Vascular,Unclassified,Forb,Mayweed; Stinking chamomile; Stinking mayweed;,Not threatened (assumed),3,4,0.0000,0.0000
Anthoceros laminiferus,Anthocerotaceae,Anthoceros,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),2,2,0.0000,0.0000
Anthoceros muscoides,Anthocerotaceae,Anthoceros,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Anthosachne aprica,Gramineae,Anthosachne,Indigenous Endemic,Vascular,Unclassified,Graminoid,blue wheatgrass;,Naturally Uncommon,3,3,0.0000,0.0000
Anthosachne falcis,Gramineae,Anthosachne,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Declining,34,43,0.0000,0.0000
Anthosachne kingiana,Gramineae,Anthosachne,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Anthosachne kingiana subsp. multiflora,Gramineae,Anthosachne,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,Blue grass; blue wheatgrass; T?tae kur?;,Declining,3,3,0.0000,0.0000
Anthosachne sacandros,Gramineae,Anthosachne,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Naturally Uncommon,4,6,0.0000,0.0000
Anthosachne scabra,Gramineae,Agropyron,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),425,462,0.0000,0.0003
Anthosachne solandri,Gramineae,Anthosachne,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,342,406,0.0000,0.0001
Anthoxanthum aristatum,Gramineae,Anthoxanthum,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),1,1,0.0000,0.0000
Anthoxanthum odoratum,Gramineae,Anthoxanthum,Exotic,Vascular,Unclassified,Graminoid,sweet vernal;,Not threatened (assumed),2833,3222,0.0000,0.0096
Anthriscus caucalis,Umbelliferae,Anthriscus,Exotic,Vascular,Unclassified,Forb,Beaked parsley;,Not threatened (assumed),16,18,0.0000,0.0000
Aphanes arvensis,Rosaceae,Aphanes,Exotic,Vascular,Unclassified,Forb,Parsley piert;,Not threatened (assumed),32,33,0.0000,0.0000
Aphanes australiana,Rosaceae,Aphanes,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Aphanes australis,Rosaceae,Aphanes,Exotic,Vascular,Unclassified,Forb,Parsley piert;,Not threatened (assumed),14,15,0.0000,0.0000
Aphanes microcarpa,Rosaceae,Aphanes,Unknown,Vascular,Unclassified,Forb,Parsley piert;,Not threatened (assumed),0,0,0.0000,0.0000
Apium prostratum,Umbelliferae,Apium,Indigenous Non-Endemic,Vascular,Unclassified,Forb,New Zealand celery; Sea celery; shore celery; T?tae k?au;,Not threatened (assumed),20,21,0.0000,0.0000
Apium prostratum subsp. denticulatum,Umbelliferae,Apium,Indigenous Endemic,Vascular,Unclassified,Forb,,Naturally Uncommon,0,0,0.0000,0.0000
Apium prostratum subsp. prostratum var. filiforme,Umbelliferae,Apium,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,0,0,0.0000,0.0000
Apodasmia similis,Restionaceae,Apodasmia,Indigenous Endemic,Vascular,Unclassified,Graminoid,Jointed wire rush; Leptocarpus; Oioi;,Not Threatened,80,91,0.0000,0.0007
Aponogeton distachyos,Aponogetonaceae,Aponogeton,Exotic,Vascular,Unclassified,Forb,Cape pondweed; Water hawthorn;,Not threatened (assumed),0,0,0.0000,0.0000
Aporostylis bifolia,Orchidaceae,Aporostylis,Indigenous Endemic,Vascular,Unclassified,Forb,Odd-leaved orchid;,Not Threatened,451,695,0.0000,0.0001
Aquilegia vulgaris,Ranunculaceae,Aquilegia,Exotic,Vascular,Unclassified,Forb,Columbine; Granny's bonnets;,Not threatened (assumed),2,2,0.0000,0.0000
Arabidopsis thaliana,Cruciferae,Arabidopsis,Exotic,Vascular,Unclassified,Forb,Mouse-ear cress; Wall cress;,Not threatened (assumed),3,3,0.0000,0.0000
